GO:0000001	mitochondrion inheritance
GO:0061114	branching involved in pancreas morphogenesis
GO:0061115	lung proximal/distal axis specification
GO:0061117	negative regulation of heart growth
GO:0061118	regulation of positive chemotaxis to cAMP
GO:0061122	positive regulation of positive chemotaxis to cAMP
GO:0061130	pancreatic bud formation
GO:0061131	pancreas field specification
GO:0061136	regulation of proteasomal protein catabolic process
GO:0061138	morphogenesis of a branching epithelium
GO:0061140	lung secretory cell differentiation
GO:0061141	lung ciliated cell differentiation
GO:0061143	alveolar primary septum development
GO:0061144	alveolar secondary septum development
GO:0061146	Peyer's patch morphogenesis
GO:0061149	BMP signaling pathway involved in ureter morphogenesis
GO:0061150	renal system segmentation
GO:0061151	BMP signaling pathway involved in renal system segmentation
GO:0061152	trachea submucosa development
GO:0061153	trachea gland development
GO:0061154	endothelial tube morphogenesis
GO:0061155	pulmonary artery endothelial tube morphogenesis
GO:0061156	pulmonary artery morphogenesis
GO:0061157	mRNA destabilization
GO:0061158	3'-UTR-mediated mRNA destabilization
GO:0061160	regulation of establishment of bipolar cell polarity regulating cell shape
GO:0061161	positive regulation of establishment of bipolar cell polarity regulating cell shape
GO:0061162	establishment of monopolar cell polarity
GO:0061163	endoplasmic reticulum polarization
GO:0061164	transitional endoplasmic reticulum polarization at cell division site
GO:0061165	endoplasmic reticulum localization involved in endoplasmic reticulum polarization at cell division site
GO:0061166	establishment of endoplasmic reticulum localization involved in endoplasmic reticulum polarization at cell division site
GO:0061167	maintenance of endoplasmic reticulum location involved in endoplasmic reticulum polarization at cell division site
GO:0061172	regulation of establishment of bipolar cell polarity
GO:0061173	positive regulation of establishment of bipolar cell polarity
GO:0061178	regulation of insulin secretion involved in cellular response to glucose stimulus
GO:0061179	negative regulation of insulin secretion involved in cellular response to glucose stimulus
GO:0061180	mammary gland epithelium development
GO:0061181	regulation of chondrocyte development
GO:0061183	regulation of dermatome development
GO:0061184	positive regulation of dermatome development
GO:0061185	negative regulation of dermatome development
GO:0061186	negative regulation of chromatin silencing at silent mating-type cassette
GO:0061187	regulation of chromatin silencing at rDNA
GO:0061188	negative regulation of chromatin silencing at rDNA
GO:0061189	positive regulation of sclerotome development
GO:0061190	regulation of sclerotome development
GO:0061191	positive regulation of vacuole fusion, non-autophagic
GO:0061192	negative regulation of vacuole fusion, non-autophagic
GO:0061193	taste bud development
GO:0061194	taste bud morphogenesis
GO:0061195	taste bud formation
GO:0061196	fungiform papilla development
GO:0061197	fungiform papilla morphogenesis
GO:0061198	fungiform papilla formation
GO:0061199	striated muscle contraction involved in embryonic body morphogenesis
GO:0061203	striated muscle paramyosin thick filament assembly
GO:0061204	paramyosin filament assembly or disassembly
GO:0061205	paramesonephric duct development
GO:0061217	regulation of mesonephros development
GO:0061218	negative regulation of mesonephros development
GO:0061219	mesonephric mesenchyme development
GO:0061227	pattern specification involved in mesonephros development
GO:0061245	establishment or maintenance of bipolar cell polarity
GO:0061246	establishment or maintenance of bipolar cell polarity regulating cell shape
GO:0061289	Wnt receptor signaling pathway involved in kidney development
GO:0061290	canonical Wnt receptor signaling pathway involved in metanephric kidney development
GO:0061295	regulation of mesenchymal cell apoptotic process involved in mesonephric nephron morphogenesis
GO:0061296	negative regulation of mesenchymal cell apoptotic process involved in mesonephric nephron morphogenesis
GO:0061298	retina vasculature development in camera-type eye
GO:0061299	retina vasculature morphogenesis in camera-type eye
GO:0061300	cerebellum vasculature development
GO:0061301	cerebellum vasculature morphogenesis
GO:0061302	smooth muscle cell-matrix adhesion
GO:0061303	cornea development in camera-type eye
GO:0061304	retinal blood vessel morphogenesis
GO:0061307	cardiac neural crest cell differentiation involved in heart development
GO:0061308	cardiac neural crest cell development involved in heart development
GO:0061309	cardiac neural crest cell development involved in outflow tract morphogenesis
GO:0061310	canonical Wnt receptor signaling pathway involved in cardiac neural crest cell differentiation involved in heart development
GO:0061311	cell surface receptor signaling pathway involved in heart development
GO:0061312	BMP signaling pathway involved in heart development
GO:0061314	Notch signaling involved in heart development
GO:0061316	canonical Wnt receptor signaling pathway involved in heart development
GO:0061317	canonical Wnt receptor signaling pathway involved in cardiac muscle cell fate commitment
GO:0061318	renal filtration cell differentiation
GO:0061319	nephrocyte differentiation
GO:0061320	pericardial nephrocyte differentiation
GO:0061321	garland nephrocyte differentiation
GO:0061323	cell proliferation involved in heart morphogenesis
GO:0061324	canonical Wnt receptor signaling pathway involved in positive regulation of cardiac outflow tract cell proliferation
GO:0061325	cell proliferation involved in outflow tract morphogenesis
GO:0061326	renal tubule development
GO:0061327	anterior Malpighian tubule development
GO:0061328	posterior Malpighian tubule development
GO:0061330	Malpighian tubule stellate cell differentiation
GO:0061331	epithelial cell proliferation involved in Malpighian tubule morphogenesis
GO:0061332	Malpighian tubule bud morphogenesis
GO:0061333	renal tubule morphogenesis
GO:0061334	cell rearrangement involved in Malpighian tubule morphogenesis
GO:0061336	cell morphogenesis involved in Malpighian tubule morphogenesis
GO:0061337	cardiac conduction
GO:0061339	establishment or maintenance of monopolar cell polarity
GO:0061341	non-canonical Wnt receptor signaling pathway involved in heart development
GO:0061343	cell adhesion involved in heart morphogenesis
GO:0061344	regulation of cell adhesion involved in heart morphogenesis
GO:0061346	planar cell polarity pathway involved in heart morphogenesis
GO:0061347	planar cell polarity pathway involved in outflow tract morphogenesis
GO:0061348	planar cell polarity pathway involved in ventricular septum morphogenesis
GO:0061349	planar cell polarity pathway involved in cardiac right atrium morphogenesis
GO:0061350	planar cell polarity pathway involved in cardiac muscle tissue morphogenesis
GO:0061351	neural precursor cell proliferation
GO:0061352	cell chemotaxis involved in Malpighian tubule morphogenesis
GO:0061353	BMP signaling pathway involved in Malpighian tubule cell chemotaxis
GO:0061354	planar cell polarity pathway involved in pericardium morphogenesis
GO:0061355	Wnt protein secretion
GO:0061356	regulation of Wnt protein secretion
GO:0061357	positive regulation of Wnt protein secretion
GO:0061358	negative regulation of Wnt protein secretion
GO:0061359	regulation of Wnt receptor signaling pathway by Wnt protein secretion
GO:0061360	optic chiasma development
GO:0061364	apoptotic process involved in luteolysis
GO:0061365	positive regulation of triglyceride lipase activity
GO:0061369	negative regulation of testicular blood vessel morphogenesis
GO:0061370	testosterone biosynthetic process
GO:0061371	determination of heart left/right asymmetry
GO:0061372	activin receptor signaling pathway involved in heart jogging
GO:0061373	mammillary axonal complex development
GO:0061374	mammillothalamic axonal tract development
GO:0061377	mammary gland lobule development
GO:0061378	corpora quadrigemina development
GO:0061379	inferior colliculus development
GO:0061380	superior colliculus development
GO:0061381	cell migration in diencephalon
GO:0061382	Malpighian tubule tip cell differentiation
GO:0061383	trabecula morphogenesis
GO:0061384	heart trabecula morphogenesis
GO:0061386	closure of optic fissure
GO:0061387	regulation of extent of cell growth
GO:0061389	regulation of direction of cell growth
GO:0061392	regulation of transcription from RNA polymerase II promoter in response to osmotic stress
GO:0061393	positive regulation of transcription from RNA polymerase II promoter in response to osmotic stress
GO:0061394	regulation of transcription from RNA polymerase II promoter in response to arsenic-containing substance
GO:0061395	positive regulation of transcription from RNA polymerase II promoter in response to arsenic-containing substance
GO:0061399	positive regulation of transcription from RNA polymerase II promoter in response to cobalt ion
GO:0061400	positive regulation of transcription from RNA polymerase II promoter in response to calcium ion
GO:0061401	positive regulation of transcription from RNA polymerase II promoter in response to a hypotonic environment
GO:0061402	positive regulation of transcription from RNA polymerase II promoter in response to acidity
GO:0061403	positive regulation of transcription from RNA polymerase II promoter in response to nitrosative stress
GO:0061404	positive regulation of transcription from RNA polymerase II promoter in response to increased salt
GO:0061405	positive regulation of transcription from RNA polymerase II promoter in response to hydrostatic pressure
GO:0061406	positive regulation of transcription from RNA polymerase II promoter in response to glucose starvation
GO:0061407	positive regulation of transcription from RNA polymerase II promoter in response to hydrogen peroxide
GO:0061408	positive regulation of transcription from RNA polymerase II promoter in response to heat stress
